"","userId","group","itemNo","responseNo","checked"
"1685","SKXZ","P",2,5,1
"1686","SKXZ","P",2,6,0
"1687","SKXZ","P",3,1,0
"1688","SKXZ","P",3,2,0
"1689","SKXZ","P",3,3,0
"1690","SKXZ","P",3,4,0
"1691","SKXZ","P",3,5,0
"1692","SKXZ","P",3,6,1
"1693","SKXZ","P",4,1,1
"1694","SKXZ","P",4,2,0
"1695","SKXZ","P",4,3,0
"1696","SKXZ","P",4,4,0
"1697","SKXZ","P",4,5,0
"1698","SKXZ","P",4,6,0
"1699","SKXZ","P",5,1,0
"1700","SKXZ","P",5,2,0
"1701","SKXZ","P",5,3,0
"1702","SKXZ","P",5,4,0
"1703","SKXZ","P",5,5,0
"1704","SKXZ","P",5,6,1
"1705","SKXZ","P",6,1,0
"1706","SKXZ","P",6,2,0
"1707","SKXZ","P",6,3,1
"1708","SKXZ","P",6,4,0
"1709","SKXZ","P",6,5,0
"1710","SKXZ","P",6,6,0
"1711","SKXZ","P",7,1,0
"1712","SKXZ","P",7,2,1
"1713","SKXZ","P",7,3,0
"1714","SKXZ","P",7,4,0
"1715","SKXZ","P",7,5,0
"1716","SKXZ","P",7,6,0
"1717","SKXZ","P",8,1,1
"1718","SKXZ","P",8,2,0
"1719","SKXZ","P",8,3,0
"1720","SKXZ","P",8,4,0
"1721","SKXZ","P",8,5,0
"1722","SKXZ","P",8,6,0
"1723","SKXZ","P",9,1,0
"1724","SKXZ","P",9,2,1
"1725","SKXZ","P",9,3,0
"1726","SKXZ","P",9,4,0
"1727","SKXZ","P",9,5,0
"1728","SKXZ","P",9,6,0
"1729","GSXP","C",1,1,1
"1730","GSXP","C",1,2,1
"1731","GSXP","C",1,3,0
"1732","GSXP","C",1,4,1
"1733","GSXP","C",1,5,1
"1734","GSXP","C",1,6,0
"1735","GSXP","C",2,1,0
"1736","GSXP","C",2,2,0
"1737","GSXP","C",2,3,1
"1738","GSXP","C",2,4,0
"1739","GSXP","C",2,5,0
"1740","GSXP","C",2,6,0
"1741","GSXP","C",3,1,1
"1742","GSXP","C",3,2,0
"1743","GSXP","C",3,3,0
"1744","GSXP","C",3,4,0
"1745","GSXP","C",3,5,0
"1746","GSXP","C",3,6,0
"1747","GSXP","C",4,1,0
"1748","GSXP","C",4,2,0
"1749","GSXP","C",4,3,1
"1750","GSXP","C",4,4,0
"1751","GSXP","C",4,5,0
"1752","GSXP","C",4,6,0
"1753","GSXP","C",5,1,0
"1754","GSXP","C",5,2,0
"1755","GSXP","C",5,3,0
"1756","GSXP","C",5,4,1
"1757","GSXP","C",5,5,0
"1758","GSXP","C",5,6,0
"1759","GSXP","C",6,1,0
"1760","GSXP","C",6,2,0
"1761","GSXP","C",6,3,0
"1762","GSXP","C",6,4,0
"1763","GSXP","C",6,5,0
"1764","GSXP","C",6,6,1
"1765","GSXP","C",7,1,0
"1766","GSXP","C",7,2,0
"1767","GSXP","C",7,3,0
"1768","GSXP","C",7,4,1
"1769","GSXP","C",7,5,0
"1770","GSXP","C",7,6,0
"1771","GSXP","C",8,1,1
"1772","GSXP","C",8,2,0
"1773","GSXP","C",8,3,0
"1774","GSXP","C",8,4,0
"1775","GSXP","C",8,5,0
"1776","GSXP","C",8,6,0
"1777","GSXP","C",9,1,1
"1778","GSXP","C",9,2,0
"1779","GSXP","C",9,3,0
"1780","GSXP","C",9,4,0
"1781","GSXP","C",9,5,0
"1782","GSXP","C",9,6,0
"1783","QYWP","P",1,1,1
"1784","QYWP","P",1,2,0
"1785","QYWP","P",1,3,0
"1786","QYWP","P",1,4,0
"1787","QYWP","P",1,5,0
"1788","QYWP","P",1,6,0
"1789","QYWP","P",2,1,0
"1790","QYWP","P",2,2,1
"1791","QYWP","P",2,3,1
"1792","QYWP","P",2,4,1
"1793","QYWP","P",2,5,1
"1794","QYWP","P",2,6,0
"1795","QYWP","P",3,1,0
"1796","QYWP","P",3,2,0
"1797","QYWP","P",3,3,0
"1798","QYWP","P",3,4,1
"1799","QYWP","P",3,5,0
"1800","QYWP","P",3,6,0
"1801","QYWP","P",4,1,1
"1802","QYWP","P",4,2,0
"1803","QYWP","P",4,3,0
"1804","QYWP","P",4,4,0
"1805","QYWP","P",4,5,0
"1806","QYWP","P",4,6,0
"1807","QYWP","P",5,1,0
"1808","QYWP","P",5,2,1
"1809","QYWP","P",5,3,0
"1810","QYWP","P",5,4,0
"1811","QYWP","P",5,5,0
"1812","QYWP","P",5,6,0
"1813","QYWP","P",6,1,0
"1814","QYWP","P",6,2,0
"1815","QYWP","P",6,3,0
"1816","QYWP","P",6,4,1
"1817","QYWP","P",6,5,0
"1818","QYWP","P",6,6,0
"1819","QYWP","P",7,1,0
"1820","QYWP","P",7,2,0
"1821","QYWP","P",7,3,0
"1822","QYWP","P",7,4,0
"1823","QYWP","P",7,5,1
"1824","QYWP","P",7,6,0
"1825","QYWP","P",8,1,0
"1826","QYWP","P",8,2,0
"1827","QYWP","P",8,3,1
"1828","QYWP","P",8,4,0
"1829","QYWP","P",8,5,0
"1830","QYWP","P",8,6,0
"1831","QYWP","P",9,1,0
"1832","QYWP","P",9,2,0
"1833","QYWP","P",9,3,0
"1834","QYWP","P",9,4,1
"1835","QYWP","P",9,5,0
"1836","QYWP","P",9,6,0
"1837","VCTQ","C",1,1,0
"1838","VCTQ","C",1,2,1
"1839","VCTQ","C",1,3,1
"1840","VCTQ","C",1,4,1
"1841","VCTQ","C",1,5,0
"1842","VCTQ","C",1,6,0
"1843","VCTQ","C",2,1,1
"1844","VCTQ","C",2,2,0
"1845","VCTQ","C",2,3,0
"1846","VCTQ","C",2,4,0
"1847","VCTQ","C",2,5,1
"1848","VCTQ","C",2,6,0
"1849","VCTQ","C",3,1,0
"1850","VCTQ","C",3,2,0
"1851","VCTQ","C",3,3,0
"1852","VCTQ","C",3,4,1
"1853","VCTQ","C",3,5,0
"1854","VCTQ","C",3,6,0
"1855","VCTQ","C",4,1,0
"1856","VCTQ","C",4,2,0
"1857","VCTQ","C",4,3,0
"1858","VCTQ","C",4,4,1
"1859","VCTQ","C",4,5,0
"1860","VCTQ","C",4,6,0
"1861","VCTQ","C",5,1,0
"1862","VCTQ","C",5,2,0
"1863","VCTQ","C",5,3,1
"1864","VCTQ","C",5,4,0
"1865","VCTQ","C",5,5,0
"1866","VCTQ","C",5,6,0
"1867","VCTQ","C",6,1,0
"1868","VCTQ","C",6,2,0
"1869","VCTQ","C",6,3,0
"1870","VCTQ","C",6,4,1
"1871","VCTQ","C",6,5,0
"1872","VCTQ","C",6,6,0
"1873","VCTQ","C",7,1,0
"1874","VCTQ","C",7,2,0
"1875","VCTQ","C",7,3,1
"1876","VCTQ","C",7,4,0
"1877","VCTQ","C",7,5,0
"1878","VCTQ","C",7,6,0
"1879","VCTQ","C",8,1,0
"1880","VCTQ","C",8,2,0
"1881","VCTQ","C",8,3,0
"1882","VCTQ","C",8,4,1
"1883","VCTQ","C",8,5,0
"1884","VCTQ","C",8,6,0
"1885","VCTQ","C",9,1,0
"1886","VCTQ","C",9,2,0
"1887","VCTQ","C",9,3,1
"1888","VCTQ","C",9,4,0
"1889","VCTQ","C",9,5,0
"1890","VCTQ","C",9,6,0
"1891","DCMU","P",1,1,0
"1892","DCMU","P",1,2,1
"1893","DCMU","P",1,3,0
"1894","DCMU","P",1,4,1
"1895","DCMU","P",1,5,1
"1896","DCMU","P",1,6,0
"1897","DCMU","P",2,1,1
"1898","DCMU","P",2,2,0
"1899","DCMU","P",2,3,1
"1900","DCMU","P",2,4,0
"1901","DCMU","P",2,5,0
"1902","DCMU","P",2,6,0
"1903","DCMU","P",3,1,1
"1904","DCMU","P",3,2,0
"1905","DCMU","P",3,3,0
"1906","DCMU","P",3,4,0
"1907","DCMU","P",3,5,0
"1908","DCMU","P",3,6,0
"1909","DCMU","P",4,1,0
"1910","DCMU","P",4,2,0
"1911","DCMU","P",4,3,1
"1912","DCMU","P",4,4,0
"1913","DCMU","P",4,5,0
"1914","DCMU","P",4,6,0
"1915","DCMU","P",5,1,0
"1916","DCMU","P",5,2,0
"1917","DCMU","P",5,3,0
"1918","DCMU","P",5,4,1
"1919","DCMU","P",5,5,0
"1920","DCMU","P",5,6,0
"1921","DCMU","P",6,1,0
"1922","DCMU","P",6,2,0
"1923","DCMU","P",6,3,0
"1924","DCMU","P",6,4,0
"1925","DCMU","P",6,5,1
"1926","DCMU","P",6,6,0
"1927","DCMU","P",7,1,0
"1928","DCMU","P",7,2,1
"1929","DCMU","P",7,3,0
"1930","DCMU","P",7,4,0
"1931","DCMU","P",7,5,0
"1932","DCMU","P",7,6,0
"1933","DCMU","P",8,1,1
"1934","DCMU","P",8,2,0
"1935","DCMU","P",8,3,0
"1936","DCMU","P",8,4,0
"1937","DCMU","P",8,5,0
"1938","DCMU","P",8,6,0
"1939","DCMU","P",9,1,1
"1940","DCMU","P",9,2,0
"1941","DCMU","P",9,3,0
"1942","DCMU","P",9,4,0
"1943","DCMU","P",9,5,0
"1944","DCMU","P",9,6,0
"1945","TVEY","C",1,1,1
"1946","TVEY","C",1,2,0
"1947","TVEY","C",1,3,1
"1948","TVEY","C",1,4,1
"1949","TVEY","C",1,5,1
"1950","TVEY","C",1,6,0
"1951","TVEY","C",2,1,0
"1952","TVEY","C",2,2,1
"1953","TVEY","C",2,3,0
"1954","TVEY","C",2,4,0
"1955","TVEY","C",2,5,0
"1956","TVEY","C",2,6,0
"1957","TVEY","C",3,1,1
"1958","TVEY","C",3,2,0
"1959","TVEY","C",3,3,0
"1960","TVEY","C",3,4,0
"1961","TVEY","C",3,5,0
"1962","TVEY","C",3,6,0
"1963","TVEY","C",4,1,0
"1964","TVEY","C",4,2,0
"1965","TVEY","C",4,3,0
"1966","TVEY","C",4,4,0
"1967","TVEY","C",4,5,1
"1968","TVEY","C",4,6,0
"1969","TVEY","C",5,1,1
"1970","TVEY","C",5,2,0
"1971","TVEY","C",5,3,0
"1972","TVEY","C",5,4,0
"1973","TVEY","C",5,5,0
"1974","TVEY","C",5,6,0
"1975","TVEY","C",6,1,1
"1976","TVEY","C",6,2,0
"1977","TVEY","C",6,3,0
"1978","TVEY","C",6,4,0
"1979","TVEY","C",6,5,0
"1980","TVEY","C",6,6,0
"1981","TVEY","C",7,1,0
"1982","TVEY","C",7,2,0
"1983","TVEY","C",7,3,0
"1984","TVEY","C",7,4,1
"1985","TVEY","C",7,5,0
"1986","TVEY","C",7,6,0
"1987","TVEY","C",8,1,0
"1988","TVEY","C",8,2,0
"1989","TVEY","C",8,3,0
"1990","TVEY","C",8,4,1
"1991","TVEY","C",8,5,0
"1992","TVEY","C",8,6,0
"1993","TVEY","C",9,1,0
"1994","TVEY","C",9,2,0
"1995","TVEY","C",9,3,1
"1996","TVEY","C",9,4,0
"1997","TVEY","C",9,5,0
"1998","TVEY","C",9,6,0
"1999","HDSI","P",1,1,0
"2000","HDSI","P",1,2,0
"2001","HDSI","P",1,3,0
"2002","HDSI","P",1,4,0
"2003","HDSI","P",1,5,1
"2004","HDSI","P",1,6,0
"2005","HDSI","P",2,1,1
"2006","HDSI","P",2,2,1
"2007","HDSI","P",2,3,1
"2008","HDSI","P",2,4,1
"2009","HDSI","P",2,5,0
"2010","HDSI","P",2,6,0
"2011","HDSI","P",3,1,0
"2012","HDSI","P",3,2,0
"2013","HDSI","P",3,3,0
"2014","HDSI","P",3,4,0
"2015","HDSI","P",3,5,1
"2016","HDSI","P",3,6,0
"2017","HDSI","P",4,1,0
"2018","HDSI","P",4,2,1
"2019","HDSI","P",4,3,0
"2020","HDSI","P",4,4,0
"2021","HDSI","P",4,5,0
"2022","HDSI","P",4,6,0
"2023","HDSI","P",5,1,0
"2024","HDSI","P",5,2,1
"2025","HDSI","P",5,3,0
"2026","HDSI","P",5,4,0
"2027","HDSI","P",5,5,0
"2028","HDSI","P",5,6,0
"2029","HDSI","P",6,1,0
"2030","HDSI","P",6,2,0
"2031","HDSI","P",6,3,0
"2032","HDSI","P",6,4,0
"2033","HDSI","P",6,5,0
"2034","HDSI","P",6,6,1
"2035","HDSI","P",7,1,0
"2036","HDSI","P",7,2,0
"2037","HDSI","P",7,3,0
"2038","HDSI","P",7,4,0
"2039","HDSI","P",7,5,0
"2040","HDSI","P",7,6,1
"2041","HDSI","P",8,1,0
"2042","HDSI","P",8,2,0
"2043","HDSI","P",8,3,1
"2044","HDSI","P",8,4,0
"2045","HDSI","P",8,5,0
"2046","HDSI","P",8,6,0
"2047","HDSI","P",9,1,0
"2048","HDSI","P",9,2,0
"2049","HDSI","P",9,3,1
"2050","HDSI","P",9,4,0
"2051","HDSI","P",9,5,0
"2052","HDSI","P",9,6,0
"2053","UKRU","C",1,1,0
"2054","UKRU","C",1,2,0
"2055","UKRU","C",1,3,1
"2056","UKRU","C",1,4,0
"2057","UKRU","C",1,5,0
"2058","UKRU","C",1,6,0
"2059","UKRU","C",2,1,1
"2060","UKRU","C",2,2,1
"2061","UKRU","C",2,3,0
"2062","UKRU","C",2,4,1
"2063","UKRU","C",2,5,1
"2064","UKRU","C",2,6,0
"2065","UKRU","C",3,1,0
"2066","UKRU","C",3,2,0
"2067","UKRU","C",3,3,1
"2068","UKRU","C",3,4,0
"2069","UKRU","C",3,5,0
"2070","UKRU","C",3,6,0
"2071","UKRU","C",4,1,0
"2072","UKRU","C",4,2,0
"2073","UKRU","C",4,3,0
"2074","UKRU","C",4,4,0
"2075","UKRU","C",4,5,1
"2076","UKRU","C",4,6,0
"2077","UKRU","C",5,1,0
"2078","UKRU","C",5,2,0
"2079","UKRU","C",5,3,0
"2080","UKRU","C",5,4,0
"2081","UKRU","C",5,5,1
"2082","UKRU","C",5,6,0
"2083","UKRU","C",6,1,0
"2084","UKRU","C",6,2,0
"2085","UKRU","C",6,3,1
"2086","UKRU","C",6,4,0
"2087","UKRU","C",6,5,0
"2088","UKRU","C",6,6,0
"2089","UKRU","C",7,1,0
"2090","UKRU","C",7,2,1
"2091","UKRU","C",7,3,0
"2092","UKRU","C",7,4,0
"2093","UKRU","C",7,5,0
"2094","UKRU","C",7,6,0
"2095","UKRU","C",8,1,0
"2096","UKRU","C",8,2,0
"2097","UKRU","C",8,3,0
"2098","UKRU","C",8,4,0
"2099","UKRU","C",8,5,1
"2100","UKRU","C",8,6,0
"2101","UKRU","C",9,1,0
"2102","UKRU","C",9,2,0
"2103","UKRU","C",9,3,0
"2104","UKRU","C",9,4,1
"2105","UKRU","C",9,5,0
"2106","UKRU","C",9,6,0
"2107","EADR","P",1,1,1
"2108","EADR","P",1,2,1
"2109","EADR","P",1,3,1
"2110","EADR","P",1,4,0
"2111","EADR","P",1,5,0
"2112","EADR","P",1,6,0
"2113","EADR","P",2,1,0
"2114","EADR","P",2,2,0
"2115","EADR","P",2,3,0
"2116","EADR","P",2,4,1
"2117","EADR","P",2,5,1
"2118","EADR","P",2,6,0
"2119","EADR","P",3,1,0
"2120","EADR","P",3,2,0
"2121","EADR","P",3,3,0
"2122","EADR","P",3,4,0
"2123","EADR","P",3,5,0
"2124","EADR","P",3,6,1
"2125","EADR","P",4,1,1
"2126","EADR","P",4,2,0
"2127","EADR","P",4,3,0
"2128","EADR","P",4,4,0
"2129","EADR","P",4,5,0
"2130","EADR","P",4,6,0
"2131","EADR","P",5,1,0
"2132","EADR","P",5,2,0
"2133","EADR","P",5,3,0
"2134","EADR","P",5,4,1
"2135","EADR","P",5,5,0
"2136","EADR","P",5,6,0
"2137","EADR","P",6,1,0
"2138","EADR","P",6,2,1
"2139","EADR","P",6,3,0
"2140","EADR","P",6,4,0
"2141","EADR","P",6,5,0
"2142","EADR","P",6,6,0
"2143","EADR","P",7,1,1
"2144","EADR","P",7,2,0
"2145","EADR","P",7,3,0
"2146","EADR","P",7,4,0
"2147","EADR","P",7,5,0
"2148","EADR","P",7,6,0
"2149","EADR","P",8,1,0
"2150","EADR","P",8,2,0
"2151","EADR","P",8,3,0
"2152","EADR","P",8,4,0
"2153","EADR","P",8,5,1
"2154","EADR","P",8,6,0
"2155","EADR","P",9,1,1
"2156","EADR","P",9,2,0
"2157","EADR","P",9,3,0
"2158","EADR","P",9,4,0
"2159","EADR","P",9,5,0
"2160","EADR","P",9,6,0
"2161","YOPF","C",1,1,0
"2162","YOPF","C",1,2,1
"2163","YOPF","C",1,3,1
"2164","YOPF","C",1,4,1
"2165","YOPF","C",1,5,0
"2166","YOPF","C",1,6,0
"2167","YOPF","C",2,1,1
"2168","YOPF","C",2,2,0
"2169","YOPF","C",2,3,0
"2170","YOPF","C",2,4,0
"2171","YOPF","C",2,5,1
"2172","YOPF","C",2,6,0
"2173","YOPF","C",3,1,0
"2174","YOPF","C",3,2,1
"2175","YOPF","C",3,3,0
"2176","YOPF","C",3,4,0
"2177","YOPF","C",3,5,0
"2178","YOPF","C",3,6,0
"2179","YOPF","C",4,1,0
"2180","YOPF","C",4,2,1
"2181","YOPF","C",4,3,0
"2182","YOPF","C",4,4,0
"2183","YOPF","C",4,5,0
"2184","YOPF","C",4,6,0
"2185","YOPF","C",5,1,1
"2186","YOPF","C",5,2,0
"2187","YOPF","C",5,3,0
"2188","YOPF","C",5,4,0
"2189","YOPF","C",5,5,0
"2190","YOPF","C",5,6,0
"2191","YOPF","C",6,1,0
"2192","YOPF","C",6,2,0
"2193","YOPF","C",6,3,0
"2194","YOPF","C",6,4,0
"2195","YOPF","C",6,5,1
"2196","YOPF","C",6,6,0
"2197","YOPF","C",7,1,1
"2198","YOPF","C",7,2,0
"2199","YOPF","C",7,3,0
"2200","YOPF","C",7,4,0
"2201","YOPF","C",7,5,0
"2202","YOPF","C",7,6,0
"2203","YOPF","C",8,1,0
"2204","YOPF","C",8,2,0
"2205","YOPF","C",8,3,1
"2206","YOPF","C",8,4,0
"2207","YOPF","C",8,5,0
"2208","YOPF","C",8,6,0
"2209","YOPF","C",9,1,0
"2210","YOPF","C",9,2,0
"2211","YOPF","C",9,3,0
"2212","YOPF","C",9,4,1
"2213","YOPF","C",9,5,0
"2214","YOPF","C",9,6,0
"2215","NELI","P",1,1,1
"2216","NELI","P",1,2,1
"2217","NELI","P",1,3,0
"2218","NELI","P",1,4,1
"2219","NELI","P",1,5,0
"2220","NELI","P",1,6,0
"2221","NELI","P",2,1,0
"2222","NELI","P",2,2,0
"2223","NELI","P",2,3,1
"2224","NELI","P",2,4,0
"2225","NELI","P",2,5,1
"2226","NELI","P",2,6,0
"2227","NELI","P",3,1,1
"2228","NELI","P",3,2,0
"2229","NELI","P",3,3,0
"2230","NELI","P",3,4,0
"2231","NELI","P",3,5,0
"2232","NELI","P",3,6,0
"2233","NELI","P",4,1,1
"2234","NELI","P",4,2,0
"2235","NELI","P",4,3,0
"2236","NELI","P",4,4,0
"2237","NELI","P",4,5,0
"2238","NELI","P",4,6,0
"2239","NELI","P",5,1,0
"2240","NELI","P",5,2,0
"2241","NELI","P",5,3,0
"2242","NELI","P",5,4,1
"2243","NELI","P",5,5,0
"2244","NELI","P",5,6,0
"2245","NELI","P",6,1,0
"2246","NELI","P",6,2,0
"2247","NELI","P",6,3,1
"2248","NELI","P",6,4,0
"2249","NELI","P",6,5,0
"2250","NELI","P",6,6,0
"2251","NELI","P",7,1,0
"2252","NELI","P",7,2,1
"2253","NELI","P",7,3,0
"2254","NELI","P",7,4,0
"2255","NELI","P",7,5,0
"2256","NELI","P",7,6,0
"2257","NELI","P",8,1,0
"2258","NELI","P",8,2,0
"2259","NELI","P",8,3,1
"2260","NELI","P",8,4,0
"2261","NELI","P",8,5,0
"2262","NELI","P",8,6,0
"2263","NELI","P",9,1,0
"2264","NELI","P",9,2,0
"2265","NELI","P",9,3,0
"2266","NELI","P",9,4,0
"2267","NELI","P",9,5,1
"2268","NELI","P",9,6,0
"2269","DESK","C",1,1,1
"2270","DESK","C",1,2,1
"2271","DESK","C",1,3,0
"2272","DESK","C",1,4,0
"2273","DESK","C",1,5,0
"2274","DESK","C",1,6,0
"2275","DESK","C",2,1,0
"2276","DESK","C",2,2,0
"2277","DESK","C",2,3,1
"2278","DESK","C",2,4,1
"2279","DESK","C",2,5,1
"2280","DESK","C",2,6,0
"2281","DESK","C",3,1,0
"2282","DESK","C",3,2,0
"2283","DESK","C",3,3,1
"2284","DESK","C",3,4,0
"2285","DESK","C",3,5,0
"2286","DESK","C",3,6,0
"2287","DESK","C",4,1,0
"2288","DESK","C",4,2,0
"2289","DESK","C",4,3,0
"2290","DESK","C",4,4,1
"2291","DESK","C",4,5,0
"2292","DESK","C",4,6,0
"2293","DESK","C",5,1,0
"2294","DESK","C",5,2,0
"2295","DESK","C",5,3,0
"2296","DESK","C",5,4,1
"2297","DESK","C",5,5,0
"2298","DESK","C",5,6,0
"2299","DESK","C",6,1,0
"2300","DESK","C",6,2,0
"2301","DESK","C",6,3,0
"2302","DESK","C",6,4,0
"2303","DESK","C",6,5,0
"2304","DESK","C",6,6,1
"2305","DESK","C",7,1,0
"2306","DESK","C",7,2,1
"2307","DESK","C",7,3,0
"2308","DESK","C",7,4,0
"2309","DESK","C",7,5,0
"2310","DESK","C",7,6,0
"2311","DESK","C",8,1,0
"2312","DESK","C",8,2,0
"2313","DESK","C",8,3,1
"2314","DESK","C",8,4,0
"2315","DESK","C",8,5,0
"2316","DESK","C",8,6,0
"2317","DESK","C",9,1,0
"2318","DESK","C",9,2,1
"2319","DESK","C",9,3,0
"2320","DESK","C",9,4,0
"2321","DESK","C",9,5,0
"2322","DESK","C",9,6,0
"2323","KMLD","P",1,1,1
"2324","KMLD","P",1,2,1
"2325","KMLD","P",1,3,0
"2326","KMLD","P",1,4,0
"2327","KMLD","P",1,5,1
"2328","KMLD","P",1,6,0
"2329","KMLD","P",2,1,0
"2330","KMLD","P",2,2,0
"2331","KMLD","P",2,3,1
"2332","KMLD","P",2,4,1
"2333","KMLD","P",2,5,0
"2334","KMLD","P",2,6,0
"2335","KMLD","P",3,1,0
"2336","KMLD","P",3,2,0
"2337","KMLD","P",3,3,0
"2338","KMLD","P",3,4,1
"2339","KMLD","P",3,5,0
"2340","KMLD","P",3,6,0
"2341","KMLD","P",4,1,0
"2342","KMLD","P",4,2,0
"2343","KMLD","P",4,3,0
"2344","KMLD","P",4,4,0
"2345","KMLD","P",4,5,0
"2346","KMLD","P",4,6,1
"2347","KMLD","P",5,1,0
"2348","KMLD","P",5,2,0
"2349","KMLD","P",5,3,0
"2350","KMLD","P",5,4,0
"2351","KMLD","P",5,5,0
"2352","KMLD","P",5,6,1
"2353","KMLD","P",6,1,0
"2354","KMLD","P",6,2,1
"2355","KMLD","P",6,3,0
"2356","KMLD","P",6,4,0
"2357","KMLD","P",6,5,0
"2358","KMLD","P",6,6,0
"2359","KMLD","P",7,1,0
"2360","KMLD","P",7,2,0
"2361","KMLD","P",7,3,1
"2362","KMLD","P",7,4,0
"2363","KMLD","P",7,5,0
"2364","KMLD","P",7,6,0
"2365","KMLD","P",8,1,0
"2366","KMLD","P",8,2,0
"2367","KMLD","P",8,3,1
"2368","KMLD","P",8,4,0
"2369","KMLD","P",8,5,0
"2370","KMLD","P",8,6,0
"2371","KMLD","P",9,1,0
"2372","KMLD","P",9,2,0
"2373","KMLD","P",9,3,0
"2374","KMLD","P",9,4,0
"2375","KMLD","P",9,5,0
"2376","KMLD","P",9,6,1
"2377","VPUT","C",1,1,0
"2378","VPUT","C",1,2,1
"2379","VPUT","C",1,3,1
"2380","VPUT","C",1,4,1
"2381","VPUT","C",1,5,1
"2382","VPUT","C",1,6,0
"2383","VPUT","C",2,1,1
"2384","VPUT","C",2,2,0
"2385","VPUT","C",2,3,0
"2386","VPUT","C",2,4,0
"2387","VPUT","C",2,5,0
"2388","VPUT","C",2,6,0
"2389","VPUT","C",3,1,0
"2390","VPUT","C",3,2,0
"2391","VPUT","C",3,3,0
"2392","VPUT","C",3,4,0
"2393","VPUT","C",3,5,0
"2394","VPUT","C",3,6,1
"2395","VPUT","C",4,1,0
"2396","VPUT","C",4,2,0
"2397","VPUT","C",4,3,0
"2398","VPUT","C",4,4,0
"2399","VPUT","C",4,5,1
"2400","VPUT","C",4,6,0
"2401","VPUT","C",5,1,0
"2402","VPUT","C",5,2,0
"2403","VPUT","C",5,3,0
"2404","VPUT","C",5,4,0
"2405","VPUT","C",5,5,0
"2406","VPUT","C",5,6,1
"2407","VPUT","C",6,1,0
"2408","VPUT","C",6,2,0
"2409","VPUT","C",6,3,0
"2410","VPUT","C",6,4,1
"2411","VPUT","C",6,5,0
"2412","VPUT","C",6,6,0
"2413","VPUT","C",7,1,1
"2414","VPUT","C",7,2,0
"2415","VPUT","C",7,3,0
"2416","VPUT","C",7,4,0
"2417","VPUT","C",7,5,0
"2418","VPUT","C",7,6,0
"2419","VPUT","C",8,1,0
"2420","VPUT","C",8,2,0
"2421","VPUT","C",8,3,1
"2422","VPUT","C",8,4,0
"2423","VPUT","C",8,5,0
"2424","VPUT","C",8,6,0
"2425","VPUT","C",9,1,0
"2426","VPUT","C",9,2,1
"2427","VPUT","C",9,3,0
"2428","VPUT","C",9,4,0
"2429","VPUT","C",9,5,0
"2430","VPUT","C",9,6,0
"2431","XWIG","P",1,1,0
"2432","XWIG","P",1,2,0
"2433","XWIG","P",1,3,1
"2434","XWIG","P",1,4,1
"2435","XWIG","P",1,5,1
"2436","XWIG","P",1,6,0
"2437","XWIG","P",2,1,1
"2438","XWIG","P",2,2,1
"2439","XWIG","P",2,3,0
"2440","XWIG","P",2,4,0
"2441","XWIG","P",2,5,0
"2442","XWIG","P",2,6,0
"2443","XWIG","P",3,1,0
"2444","XWIG","P",3,2,0
"2445","XWIG","P",3,3,0
"2446","XWIG","P",3,4,0
"2447","XWIG","P",3,5,1
"2448","XWIG","P",3,6,0
"2449","XWIG","P",4,1,0
"2450","XWIG","P",4,2,0
"2451","XWIG","P",4,3,0
"2452","XWIG","P",4,4,1
"2453","XWIG","P",4,5,0
"2454","XWIG","P",4,6,0
"2455","XWIG","P",5,1,0
"2456","XWIG","P",5,2,0
"2457","XWIG","P",5,3,1
"2458","XWIG","P",5,4,0
"2459","XWIG","P",5,5,0
"2460","XWIG","P",5,6,0
"2461","XWIG","P",6,1,0
"2462","XWIG","P",6,2,0
"2463","XWIG","P",6,3,0
"2464","XWIG","P",6,4,1
"2465","XWIG","P",6,5,0
"2466","XWIG","P",6,6,0
"2467","XWIG","P",7,1,0
"2468","XWIG","P",7,2,0
"2469","XWIG","P",7,3,0
"2470","XWIG","P",7,4,0
"2471","XWIG","P",7,5,0
"2472","XWIG","P",7,6,1
"2473","XWIG","P",8,1,0
"2474","XWIG","P",8,2,0
"2475","XWIG","P",8,3,1
"2476","XWIG","P",8,4,0
"2477","XWIG","P",8,5,0
"2478","XWIG","P",8,6,0
"2479","XWIG","P",9,1,0
"2480","XWIG","P",9,2,0
"2481","XWIG","P",9,3,0
"2482","XWIG","P",9,4,1
"2483","XWIG","P",9,5,0
"2484","XWIG","P",9,6,0
"2485","TTXU","C",1,1,0
"2486","TTXU","C",1,2,0
"2487","TTXU","C",1,3,0
"2488","TTXU","C",1,4,1
"2489","TTXU","C",1,5,1
"2490","TTXU","C",1,6,0
"2491","TTXU","C",2,1,1
"2492","TTXU","C",2,2,1
"2493","TTXU","C",2,3,1
"2494","TTXU","C",2,4,0
"2495","TTXU","C",2,5,0
"2496","TTXU","C",2,6,0
"2497","TTXU","C",3,1,1
"2498","TTXU","C",3,2,0
"2499","TTXU","C",3,3,0
"2500","TTXU","C",3,4,0
"2501","TTXU","C",3,5,0
"2502","TTXU","C",3,6,0
"2503","TTXU","C",4,1,1
"2504","TTXU","C",4,2,0
"2505","TTXU","C",4,3,0
"2506","TTXU","C",4,4,0
"2507","TTXU","C",4,5,0
"2508","TTXU","C",4,6,0
"2509","TTXU","C",5,1,1
"2510","TTXU","C",5,2,0
